Name,Long,Lat,Area,EPC,std_EPC,TYPE,Population,Admin
羊角电站,112.7317,23.647788,3993.241723,0,-0.466695161,村庄,0,瓦屋村
厘更坑,112.7317,23.647788,14022.69472,47907.67639,-0.081948632,村庄,142,瓦屋村
三斗种,112.7317,23.647788,7366.243509,21592.19218,-0.293288275,村庄,64,黄洞村
上官山,112.7317,23.647788,8028.085126,10121.34008,-0.385410683,村庄,30,甜竹坑村
下厘,112.7317,23.647788,19569.88097,47570.29839,-0.084658115,村庄,141,瓦屋村
上官山,112.7317,23.647788,1273.62342,11133.47409,-0.377282235,村庄,33,甜竹坑村
上官山,112.7317,23.647788,3212.569198,15519.38813,-0.342058962,村庄,46,甜竹坑村
下厘,112.7317,23.647788,7561.076764,43521.76236,-0.117171906,村庄,129,瓦屋村
锅厂,112.7317,23.647788,7558.632672,0,-0.466695161,村庄,0,甜竹坑村
,112.7317,23.647788,42448.1003,0,-0.466695161,建制镇,0,甜竹坑村
车疗,112.7317,23.647788,17550.76505,46895.54239,-0.09007708,村庄,139,瓦屋村
下车疗,112.7317,23.647788,1462.474995,54655.23645,-0.02775898,村庄,162,瓦屋村
老山,112.7317,23.647788,24685.92177,67812.97856,0.077910841,村庄,201,瓦屋村
下官山,112.7317,23.647788,7975.393629,674.7560056,-0.461276196,村庄,2,甜竹坑村
旧学校,112.7317,23.647788,7571.237231,0,-0.466695161,村庄,0,瓦屋村
下官山,112.7317,23.647788,8201.60585,13495.12011,-0.358315857,村庄,40,甜竹坑村
姓吴村,112.7317,23.647788,20017.68699,14507.25412,-0.350187409,村庄,43,瓦屋村
旧村委会,112.7317,23.647788,4831.919549,0,-0.466695161,村庄,0,瓦屋村
下官山,112.7317,23.647788,5020.770568,2361.646019,-0.447728783,村庄,7,甜竹坑村
长岗磅,112.7317,23.647788,8452.660795,7422.316061,-0.407086544,村庄,22,瓦屋村
桥步桥头,112.7317,23.647788,32111.82565,86368.76871,0.226932383,村庄,256,甜竹坑村
崩岗坑,112.7317,23.647788,2133.475323,0,-0.466695161,村庄,0,甜竹坑村
崩岗坑,112.7317,23.647788,2949.556039,0,-0.466695161,村庄,0,甜竹坑村
四杯石,112.7317,23.647788,4340.973168,15182.01013,-0.344768444,村庄,45,瓦屋村
四杯石,112.7317,23.647788,1136.434307,14507.25412,-0.350187409,村庄,43,瓦屋村
凉水坑,112.7317,23.647788,10012.58424,20580.05817,-0.301416723,村庄,61,瓦屋村
陂仔窝,112.7317,23.647788,2850.059204,7084.938058,-0.409796026,村庄,21,甜竹坑村
甜三,112.7317,23.647788,60310.2183,105936.6929,0.384082374,村庄,314,甜竹坑村
桥步桥头,112.7317,23.647788,5363.240856,1012.134008,-0.458566713,村庄,3,甜竹坑村
平顶,112.7317,23.647788,1914.808554,0,-0.466695161,村庄,0,甜竹坑村
,112.7317,23.647788,7007.757177,0,-0.466695161,风景名胜及特殊用地,0,甜竹坑村
木材厂,112.7317,23.647788,14481.33139,0,-0.466695161,村庄,0,威整村
瓦屋崀,112.7317,23.647788,28703.52037,54992.61445,-0.025049498,村庄,163,瓦屋村
,112.731519,23.645506,150055.3367,0,-0.466695161,建制镇,0,威整村
牛皮厂,112.7317,23.647788,2134.901049,0,-0.466695161,村庄,0,瓦屋村
,112.7317,23.647788,1616.718846,0,-0.466695161,建制镇,0,威整村
甜四,112.7317,23.647788,11710.69877,42847.00635,-0.122590871,村庄,127,甜竹坑村
白带下,112.727559,23.627974,54779.69026,10851.65971,-0.379545486,村庄,148,甜竹坑村
,112.731519,23.645506,47886.729,0,-0.466695161,建制镇,0,威整村
白带下,112.7317,23.647788,3548.763057,36099.4463,-0.176780523,村庄,107,甜竹坑村
白带下,112.7317,23.647788,2568.989094,40822.73834,-0.138847767,村庄,121,甜竹坑村
旧屋,112.7317,23.647788,1465.205183,0,-0.466695161,村庄,0,瓦屋村
甜四,112.7317,23.647788,1458.558077,46558.16438,-0.092786563,村庄,138,甜竹坑村
,112.731519,23.645506,6320.236751,0,-0.466695161,风景名胜及特殊用地,0,瓦屋村
高基,112.731519,23.645506,22113.01856,205738.2948,1.185588996,村庄,70,瓦屋村
水厂,112.7317,23.647788,3211.990462,1012.134008,-0.458566713,村庄,3,甜竹坑村
元岗坪,112.727559,23.627974,21979.11177,16057.52349,-0.337737197,村庄,219,甜竹坑村
高基,112.731519,23.645506,4068.694412,811196.7052,6.04802523,村庄,276,瓦屋村
元岗坪,112.727559,23.627974,32156.08926,13417.93058,-0.358935766,村庄,183,甜竹坑村
元岗坪,112.727559,23.627974,8017.089574,13857.86273,-0.355402671,村庄,189,甜竹坑村
廷坑口,112.732965,23.634838,13370.39074,34894.02451,-0.186461265,村庄,158,瓦屋村
猪场,112.732176,23.64545,1464.67775,0,-0.466695161,村庄,0,瓦屋村
猪场,112.732176,23.64545,1704.814929,0,-0.466695161,村庄,0,瓦屋村
元岗坪,112.727559,23.627974,3901.394551,2199.660752,-0.449029686,村庄,30,甜竹坑村
白沙岗,112.729455,23.632192,19070.00101,61477.13235,0.027027663,村庄,118,威整村
上闸村下闸,112.731324,23.641129,82167.67013,141706.1892,0.671347184,村庄,809,威整村
上麻地,112.732965,23.634838,4018.439763,33127.23845,-0.200650323,村庄,150,瓦屋村
下麻地,112.732965,23.634838,12508.64507,34010.63148,-0.193555794,村庄,154,瓦屋村
白沙陂,112.727559,23.627974,24029.31478,11951.49008,-0.370712749,村庄,163,甜竹坑村
,112.735521,23.641928,1291.369728,0,-0.466695161,风景名胜及特殊用地,0,威整村
白沙陂,112.727559,23.627974,576.9522939,3372.813152,-0.4396081,村庄,46,甜竹坑村
白沙陂,112.727559,23.627974,6427.187747,7405.52453,-0.407221397,村庄,101,甜竹坑村
加油站,112.729455,23.632192,4289.587639,2083.970588,-0.449958794,村庄,4,威整村
上闸村,112.732965,23.634838,3995.384384,3312.723845,-0.440090677,村庄,15,威整村
菜厂,112.732965,23.634838,1803.440392,0,-0.466695161,村庄,0,瓦屋村
松仔岗,112.729455,23.632192,7610.686223,7293.897059,-0.408117877,村庄,14,威整村
淘金井,112.732965,23.634838,16364.68013,56095.45712,-0.016192569,村庄,254,瓦屋村
华丰乐器厂,112.728659,23.634692,21332.52711,0,-0.466695161,村庄,0,威整村
崀仔,112.731324,23.641129,4944.508914,6831.324324,-0.411832798,村庄,39,大洲村
崀仔,112.731324,23.641129,1472.552992,7006.486486,-0.410426071,村庄,40,威整村
三丫滩,112.732965,23.634838,7942.902528,5079.509896,-0.425901619,村庄,23,瓦屋村
永安村,112.727559,23.627974,34357.29725,22583.18372,-0.285329622,村庄,308,威整村
养殖场,112.727559,23.627974,11141.57198,0,-0.466695161,村庄,0,威整村
永安地塘,112.729455,23.632192,3042.39354,0,-0.466695161,村庄,0,威整村
下大崀,112.732965,23.634838,30856.25655,57420.54665,-0.005550775,村庄,260,大洲村
永安,112.727559,23.627974,4355.571075,2859.558977,-0.443730044,村庄,39,威整村
车田角,112.732965,23.634838,3724.584738,7729.688973,-0.404618032,村庄,35,瓦屋村
养殖场,112.729455,23.632192,7439.723608,0,-0.466695161,村庄,0,威整村
下大崀,112.732965,23.634838,1672.214077,2650.179076,-0.445411574,村庄,12,大洲村
姓丁村,112.727559,23.627974,8764.217304,7185.558455,-0.408987944,村庄,98,威整村
新屋旧灰窑,112.729455,23.632192,977.6013174,0,-0.466695161,村庄,0,威整村
姓丁村地塘,112.727559,23.627974,910.2681581,0,-0.466695161,村庄,0,威整村
新屋村,112.727559,23.627974,14640.62426,4106.033403,-0.433719608,村庄,56,威整村
新屋地塘,112.729455,23.632192,3494.439628,0,-0.466695161,村庄,0,威整村
新屋村,112.727559,23.627974,26634.82136,17230.67589,-0.32831561,村庄,235,威整村
上大崀,112.732988,23.62982,19810.80309,115236.6567,0.458770379,村庄,213,大洲村
布腰村,112.727559,23.627974,10239.07815,7405.52453,-0.407221397,村庄,101,威整村
上大崀,112.732988,23.62982,1023.059422,10820.34335,-0.379796988,村庄,20,大洲村
,112.728659,23.634692,6604.475909,0,-0.466695161,风景名胜及特殊用地,0,大洲村
布腰,112.720954,23.624984,8012.859793,13410.29345,-0.3589971,村庄,80,威整村
布腰村,112.720954,23.624984,27088.09402,49450.45711,-0.069558561,村庄,295,威整村
柑元角,112.720954,23.624984,22947.54711,16930.49549,-0.330726359,村庄,101,西坑村
山仔坳,112.720954,23.624984,3250.027762,6537.518059,-0.414192356,村庄,39,西坑村
布腰村,112.720954,23.624984,16605.47879,10057.72009,-0.385921615,村庄,60,威整村
新村,112.730613,23.625642,12762.91676,18591.07438,-0.317390251,村庄,60,大洲村
东洲,112.730613,23.625642,7109.780957,16112.26446,-0.337297572,村庄,52,大洲村
大洲村,112.730613,23.625642,61193.21484,104110.0165,0.369412337,村庄,336,大洲村
甫九屈,112.720954,23.624984,3116.013029,20115.44018,-0.305148069,村庄,120,西坑村
银头崀,112.730613,23.625642,18990.68661,11154.64463,-0.377112215,村庄,36,大洲村
大枕,112.721509,23.613534,17799.80681,12496.95109,-0.366332152,村庄,74,三桂村
南洲小学,112.720954,23.624984,25651.54398,0,-0.466695161,村庄,0,大洲村
,112.720954,23.624984,1653.213486,0,-0.466695161,风景名胜及特殊用地,0,大洲村
衣架厂,112.720954,23.624984,6884.33738,0,-0.466695161,村庄,0,大洲村
黄茅咀,112.720954,23.624984,13563.57277,29837.90293,-0.227066975,村庄,178,西坑村
力棚村,112.726909,23.610589,62835.71074,113057.7224,0.441271359,村庄,140,大洲村
姓圈村,112.720954,23.624984,3284.192836,2179.172686,-0.449194226,村庄,13,大洲村
榄山塘,112.733906,23.623801,10511.05544,31916,-0.210377779,村庄,70,大洲村
,112.720808,23.62066,9621.077311,0,-0.466695161,采矿用地,0,大洲村
田心村,112.726341,23.624328,12507.97088,275283.9474,1.744110102,村庄,75,西坑村
西坑,112.720808,23.62066,50875.45793,141076.1556,0.666287384,村庄,302,西坑村
灰石坑,112.734835,23.622395,11108.59336,35461,-0.181907885,村庄,60,大洲村
花卉场,112.724013,23.621225,1776.093145,0,-0.466695161,村庄,0,大洲村
大路村,112.723766,23.619715,18265.18957,17254.56,-0.328123797,村庄,103,西坑村
松树塘,112.720808,23.62066,7825.09159,63063.84439,0.039770546,村庄,135,西坑村
半坑,112.721509,23.613534,13708.2704,24487.26902,-0.270037914,村庄,145,三桂村
井面,112.721509,23.613534,7184.297842,17563.28261,-0.325644446,村庄,104,三桂村
苏屋,112.723766,23.619715,15946.6368,25295.52,-0.263546851,村庄,151,西坑村
苏屋,112.723766,23.619715,2851.97583,2177.76,-0.449205571,村庄,13,西坑村
叶洞田,112.721509,23.613534,5155.142212,0,-0.466695161,村庄,0,三桂村
百坑尾,112.721509,23.613534,3851.645498,10132.66304,-0.385319748,村庄,60,三桂村
九毛洞,112.723766,23.619715,27117.39713,34844.16,-0.186861727,村庄,208,西坑村
对针岭,112.721509,23.613534,3013.435827,2702.043478,-0.444995051,村庄,16,三桂村
过坑岗,112.721509,23.613534,43125.50873,25331.65761,-0.26325663,村庄,150,西坑村
大凼,112.721509,23.613534,1102.717615,18407.6712,-0.318863161,村庄,109,三桂村
江头,112.726909,23.610589,23124.76835,113865.2776,0.447756834,村庄,141,南龙村
茨菇塘,112.720771,23.61146,7120.460708,78428.86422,0.163167014,村庄,212,西坑村
牛牯冲,112.726341,23.624328,5484.456905,73409.05263,0.122852909,村庄,20,南龙村
六布,112.720771,23.61146,43312.58068,81758.39148,0.189906446,村庄,221,西坑村
虎形地,112.721509,23.613534,4703.265849,9457.152174,-0.390744776,村庄,56,三桂村
六布,112.720771,23.61146,9852.42874,18497.37364,-0.318142761,村庄,50,西坑村
鱼塘,112.720771,23.61146,1318.414459,0,-0.466695161,村庄,0,南龙村
沙尾,112.720771,23.61146,26175.68129,73619.54708,0.12454339,村庄,199,南龙村
葵子田,112.660595,23.556893,25103.63291,5108.536709,-0.425668505,村庄,243,三桂村
尖引脚,112.693055,23.58915,3739.243216,3419.225131,-0.439235365,村庄,48,三桂村
农资店,112.720771,23.61146,1903.290172,0,-0.466695161,村庄,0,南龙村
莫田,112.720771,23.61146,38231.50337,98036.08028,0.320632558,村庄,265,南龙村
新田村,112.720771,23.61146,1025.47577,11098.42418,-0.377563721,村庄,30,南龙村
牛脆坜,112.721509,23.613534,4316.1166,3715.309783,-0.43685751,村庄,22,三桂村
白石布,112.725001,23.602304,10301.47447,24498.83379,-0.269945037,村庄,96,南龙村
沙坪,112.693055,23.58915,18583.09565,10898.7801,-0.379167063,村庄,153,三桂村
六安,112.717947,23.60323,21774.45951,86083.49372,0.22464134,村庄,119,南龙村
南龙村,112.717947,23.60323,33245.96026,355184.8354,2.3857941,村庄,491,南龙村
恒和衣架厂,112.717947,23.60323,5200.640023,0,-0.466695161,村庄,0,南龙村
迅达衣架厂,112.717947,23.60323,5046.271482,0,-0.466695161,村庄,0,南龙村
白石,112.72269,23.603219,8289.443482,89407.77344,0.251338629,村庄,245,南龙村
南龙村,112.717947,23.60323,6738.914937,19531.549,-0.309837299,村庄,27,南龙村
黄田坑,112.693055,23.58915,8552.887154,6624.748691,-0.413491807,村庄,93,三桂村
飞达衣架厂,112.717947,23.60323,5560.176856,0,-0.466695161,村庄,0,西坑村
白石,112.725001,23.602304,8414.846028,69158.16621,0.088714042,村庄,271,南龙村
南龙村,112.717947,23.60323,4428.024026,31829.19095,-0.211074942,村庄,44,南龙村
锦绣,112.72269,23.603219,79824.8341,97436.22656,0.315815133,村庄,267,南龙村
碳厂,112.717947,23.60323,3088.028197,0,-0.466695161,村庄,0,南龙村
南龙村,112.717947,23.60323,2972.024282,23148.50251,-0.280789547,村庄,32,南龙村
南龙村,112.717947,23.60323,7117.083569,60041.42839,0.015497525,村庄,83,南龙村
立新,112.693055,23.58915,6185.055446,3205.52356,-0.440951603,村庄,45,三桂村
,112.693055,23.58915,19365.09008,0,-0.466695161,采矿用地,0,南龙村
上元敦,112.693055,23.58915,19697.02093,3632.926702,-0.437519128,村庄,51,三桂村
石灰屈,112.72269,23.603219,4524.377606,0,-0.466695161,村庄,0,南龙村
衣架厂宿舍,112.717947,23.60323,12260.84528,0,-0.466695161,村庄,0,南龙村
四方坑,112.693055,23.58915,2549.827356,3419.225131,-0.439235365,村庄,48,三桂村
非建设用地,112.775751,23.585979,1266.799792,0,-0.466695161,村庄,0,红旗村
鸡场,112.717947,23.60323,1896.950763,0,-0.466695161,村庄,0,南龙村
山庄,112.717947,23.60323,5015.072111,0,-0.466695161,村庄,0,南龙村
滘水,112.693055,23.58915,4552.759371,1852.080279,-0.451821105,村庄,26,三桂村
梅子引,112.660595,23.556893,4720.898972,504.5468354,-0.462643146,村庄,24,三桂村
大坑口,112.775751,23.585979,14189.94646,33918.10359,-0.194298886,村庄,76,红旗村
三楞坪,112.622068,23.580495,8816.217174,964.28541,-0.458950985,村庄,92,冼田村
下元敦,112.700382,23.576694,4362.980994,38849.81707,-0.154692297,村庄,30,三桂村
虎落坑,112.693055,23.58915,27566.20036,7764.490401,-0.404338542,村庄,109,三桂村
,112.775751,23.585979,23138.66589,0,-0.466695161,风景名胜及特殊用地,0,红旗村
,112.775751,23.585979,4833.384996,0,-0.466695161,风景名胜及特殊用地,0,红旗村
乌石岗,112.783784,23.581464,54316.18158,112037,0.433073938,村庄,442,红旗村
非建设用地,112.775751,23.585979,2796.143692,0,-0.466695161,村庄,0,红旗村
非建设用地,112.775751,23.585979,1140.295033,0,-0.466695161,村庄,0,红旗村
营脚下,112.775751,23.585979,28367.18294,117374.49,0.475939318,村庄,263,红旗村
非建设用地,112.775751,23.585979,3276.114446,0,-0.466695161,村庄,0,红旗村
稔水夫,112.775751,23.585979,16257.19637,72745.40637,0.117523166,村庄,163,红旗村
老榕一,112.622068,23.580495,10985.80846,859.4717785,-0.459792743,村庄,82,冼田村
新圩,112.78939,23.580331,4930.990752,49742.55556,-0.067212719,村庄,14,红旗村
新圩,112.788031,23.588849,3219.831069,21720.32468,-0.292259243,村庄,35,红旗村
连群,112.767058,23.579235,37657.22241,126259.0405,0.547291139,村庄,256,罗源村
针菜坑,112.700382,23.576694,4597.455772,66044.68902,0.063709708,村庄,51,三桂村
,112.78205,23.578664,22244.63737,0,-0.466695161,采矿用地,0,红旗村
非建设用地,112.775751,23.585979,2737.447362,0,-0.466695161,村庄,0,红旗村
连群,112.767058,23.579235,2712.819902,4931.993769,-0.427086321,村庄,10,罗源村
非建设用地,112.775751,23.585979,2842.095856,0,-0.466695161,村庄,0,红旗村
荷菜塘,112.604831,23.583652,26402.07639,4176.418919,-0.433154342,村庄,113,冼田村
,112.78205,23.578664,12330.41098,0,-0.466695161,采矿用地,0,洞心村
格坑,112.622068,23.580495,6530.647739,324.9222577,-0.46408571,村庄,31,冼田村
非建设用地,112.779678,23.584509,2163.446991,0,-0.466695161,村庄,0,洞心村
蟠龙,112.771182,23.583264,2945.236192,43721.41561,-0.115568491,村庄,100,红旗村
非建设用地,112.779678,23.584509,4741.422714,0,-0.466695161,村庄,0,红旗村
田寮,112.779678,23.584509,12157.25341,76298.92857,0.146061502,村庄,30,红旗村
背夫崀,112.622068,23.580495,5029.885709,1299.689031,-0.456257359,村庄,124,冼田村
非建设用地,112.779678,23.584509,7251.511772,0,-0.466695161,村庄,0,洞心村
田寮,112.779678,23.584509,17473.74534,63582.44048,0.043935391,村庄,25,红旗村
老榕二,112.622068,23.580495,13794.56143,576.4749734,-0.462065491,村庄,55,冼田村
大王一,112.622068,23.580495,9738.434635,314.4408946,-0.464169886,村庄,30,冼田村
山塘,112.71419,23.577479,18880.62701,17270.10687,-0.32799894,村庄,144,地豆村
桥子头,112.771182,23.583264,11201.31465,20111.85118,-0.305176893,村庄,46,罗源村
非自然村,112.622068,23.580495,4188.444204,0,-0.466695161,村庄,0,冼田村
曾宅、大冲坑,112.788031,23.588849,34830.98798,172521.436,0.918824417,村庄,278,洞心村
瓦窑塘,112.772554,23.578055,14793.52648,533977.9412,3.821681455,村庄,90,罗源村
迳口村,112.711739,23.581719,11592.54432,202027,1.155783589,村庄,102,地豆村
红光,112.779678,23.584509,5127.116554,12716.4881,-0.364569051,村庄,5,罗源村
九牛村,112.617824,23.581457,5604.179142,1810,-0.452159052,村庄,58,冼田村
洞心村,112.78205,23.578664,89382.40698,400987.9521,2.753638911,村庄,532,洞心村
莫塘,112.622068,23.580495,19872.32934,1069.099042,-0.458109227,村庄,102,冼田村
洞心,112.78205,23.578664,1173.138126,9798.577778,-0.388002787,村庄,13,洞心村
仓丰,112.761495,23.58264,25763.6992,65201,0.056934042,村庄,201,罗源村
红光,112.779678,23.584509,1063.375583,38149.46429,-0.16031683,村庄,15,罗源村
非建设用地,112.761495,23.58264,2589.243649,0,-0.466695161,村庄,0,罗源村
非建设用地,112.779678,23.584509,2273.526376,0,-0.466695161,村庄,0,洞心村
船石,112.700382,23.576694,1748.133497,24604.88415,-0.269093347,村庄,19,三桂村
坪岭顶,112.622068,23.580495,6428.525354,513.5867945,-0.462570546,村庄,49,冼田村
角坜,112.712662,23.581916,22085.60359,131469,0.589132322,村庄,189,地豆村
红光,112.779678,23.584509,2610.006759,22889.67857,-0.282868162,村庄,9,罗源村
红光,112.772554,23.578055,8768.679182,272922.0588,1.725141776,村庄,46,罗源村
下蓝,112.622068,23.580495,10761.32928,723.2140575,-0.460887029,村庄,69,冼田村
新兴里,112.709236,23.574329,13100.36351,46346.34343,-0.094487697,村庄,64,地豆村
水城,112.622068,23.580495,11264.62444,209.627263,-0.465011644,村庄,20,冼田村
军田,112.764363,23.576259,31639.15166,122360.2132,0.515979659,村庄,196,罗源村
长岭咀,112.771182,23.583264,19486.34241,52465.69873,-0.045343157,村庄,120,罗源村
麻子寨,112.771182,23.583264,31061.55726,65582.12341,0.059994844,建制镇,150,罗源村
,112.771182,23.583264,45951.77643,0,-0.466695161,建制镇,0,罗源村
,112.772554,23.578055,26687.19749,0,-0.466695161,建制镇,0,罗源村
龙塘村,112.707612,23.57548,10676.48273,38565.25797,-0.156977591,村庄,62,连平村
西崀、竹坑,112.71419,23.577479,88338.89434,76995.89313,0.151658824,村庄,642,地豆村
连和坑,112.765697,23.574254,647.0998219,10943.46154,-0.378808226,村庄,3,罗源村
何宅,112.788031,23.588849,13099.22759,37234.8423,-0.167662158,村庄,60,洞心村
莫塘村,112.621202,23.577534,7170.717815,0,-0.466695161,村庄,0,冼田村
南塘,112.775033,23.579655,28395.0031,487901.3774,3.451640592,村庄,200,罗源村
陈屋,112.771182,23.583264,22772.83937,59023.91107,0.007325844,建制镇,135,罗源村
坑口村,112.622068,23.580495,5531.000574,618.400426,-0.461728787,村庄,59,冼田村
连禾坑,112.765697,23.574254,5168.073816,171447.5641,0.910200153,村庄,47,罗源村
连禾坑,112.764363,23.576259,13981.16985,61180.1066,0.024642249,村庄,98,罗源村
坑尾头,112.724267,23.577655,17304.13292,83071,0.200448004,村庄,145,赤草崀村
曲木,112.788031,23.588849,18962.07114,81296.07236,0.186193561,村庄,131,洞心村
姓黄村,112.700382,23.576694,31713.49688,161874.2378,0.833316773,村庄,125,连平村
何宅,112.788031,23.588849,3759.042994,10549.87199,-0.381969144,村庄,17,洞心村
何宅,112.78939,23.580331,2301.974284,14212.15873,-0.35255732,村庄,4,洞心村
黄一,112.78939,23.580331,1286.176655,53295.59524,-0.038678258,村庄,15,洞心村
下庄,112.78939,23.580331,1412.570627,31977.35714,-0.209885019,村庄,9,洞心村
岭坳,112.605566,23.573397,10000.26201,30994,-0.21778236,村庄,69,大垌村
连禾坑,112.765697,23.574254,681.1487762,29182.5641,-0.232330001,村庄,8,罗源村
大坝,112.622068,23.580495,14695.60964,943.3226837,-0.459119337,村庄,90,冼田村
藕塘背,112.707612,23.57548,1279.24666,0,-0.466695161,村庄,0,连平村
下王,112.775033,23.579655,15859.9693,243950.6887,1.492472715,村庄,100,洞心村
坑坝,112.71604,23.575966,15957.96648,72114,0.112452342,村庄,122,赤草崀村
林宅,112.771182,23.583264,3312.878981,0,-0.466695161,村庄,0,罗源村
仙水塘村,112.700382,23.576694,10373.18512,133384.372,0.604514673,村庄,103,连平村
藕塘,112.707612,23.57548,23397.27786,75886.47536,0.14274909,村庄,122,连平村
黄泥坎,112.621202,23.577534,13463.7216,8532.68,-0.398169212,村庄,39,冼田村
藕塘背,112.707612,23.57548,15002.61772,19904.64928,-0.306840931,村庄,32,连平村
沙沥,112.764363,23.576259,17258.30205,62428.6802,0.034669543,村庄,100,罗源村
林宅,112.775033,23.579655,6631.223674,97580.27548,0.31697199,村庄,40,罗源村
松布,112.78205,23.578664,12172.95118,30149.47009,-0.22456478,村庄,40,洞心村
上王,112.781784,23.572388,28813.23255,19842.6963,-0.307338476,村庄,154,洞心村
牛角龙,112.767058,23.579235,10189.11149,27125.96573,-0.248846542,村庄,55,罗源村
林队,112.622068,23.580495,4502.330607,712.7326944,-0.460971205,村庄,68,冼田村
上王,112.775033,23.579655,2338.780276,56108.6584,-0.016086549,村庄,23,洞心村
牛角龙,112.767058,23.579235,445.9706641,0,-0.466695161,村庄,0,罗源村
上木良,112.604831,23.583652,13841.99691,4028.581081,-0.434341628,村庄,109,大垌村
,112.761616,23.574927,77031.52903,0,-0.466695161,建制镇,0,铁坑村
花山咀,112.781784,23.572388,17241.99929,10952.13757,-0.378738549,村庄,85,罗源村
牛角龙,112.767058,23.579235,538.9316658,0,-0.466695161,村庄,0,罗源村
罗队,112.622068,23.580495,7691.217349,712.7326944,-0.460971205,村庄,68,冼田村
花山咀,112.781784,23.572388,6917.881165,3221.216931,-0.440825569,村庄,25,罗源村
门口洞,112.761616,23.574927,22698.15206,117236.5112,0.47483121,村庄,200,罗源村
非建设用地,112.767058,23.579235,10301.48269,0,-0.466695161,村庄,0,罗源村
新屋村,112.761616,23.574927,21815.96399,87341.20081,0.234741985,村庄,149,铁坑村
非建设用地,112.761616,23.574927,2596.504905,0,-0.466695161,村庄,0,铁坑村
青山口,112.695078,23.572561,39494.56497,63057.96117,0.039723298,村庄,207,东平村
胜利,112.78939,23.580331,24557.80066,298455.3333,1.930199493,村庄,84,洞心村
淡桥村,112.761616,23.574927,17821.97359,69755.72414,0.09351303,村庄,119,铁坑村
湖神地,112.580283,23.572885,9025.1241,17130.17341,-0.329122746,村庄,90,大垌村
长乐罗队,112.580283,23.572885,3250.847116,8945.757225,-0.394851789,村庄,47,大垌村
花树崀,112.709236,23.574329,10058.48153,168729.6566,0.888372638,村庄,233,连平村
淡桥村,112.761616,23.574927,6926.694556,14654.56389,-0.349004365,村庄,25,铁坑村
,112.761616,23.574927,38783.62814,0,-0.466695161,采矿用地,0,铁坑村
当吉崀,112.721653,23.573102,50246.15838,71038.04724,0.103811366,建制镇,136,连平村
